Timestamp,BPM,GSR,C3,C4,F1,F2,Anomaly_Score,Is_Anomaly_BPMGSR,Is_Anomaly_EEG,Is_Anomaly
2023-12-23 16:07:28,13,552,-0.6587796508392421,5.923036291370796,22.86041996298778,12.060989082235192,0.0,1.0,1.0,1.0
2023-12-23 16:07:43,0,553,-0.6587796508392421,5.923036291370796,22.86041996298778,12.060989082235192,0.0,1.0,1.0,1.0
2023-12-23 16:07:58,26,560,0.5776301743334787,-0.5445075414101558,-0.2069088869242445,6.058171032644401,-0.0331528816553946,-1.0,-1.0,-1.0
2023-12-23 16:08:13,8,559,0.732258222919715,-0.1177207080767759,5.7567040680384185,4.893117307807863,0.0411324518762664,1.0,1.0,1.0
2023-12-23 16:08:28,8,558,-0.0919165986868104,-0.8181886485720689,39.8364090336724,17.560074297148258,0.071917259528606,-1.0,1.0,-1.0
2023-12-23 16:08:43,8,559,1.241101570078669,1.72715219658255,-7.616413999449563,-8.892925575568466,0.1045978661817942,-1.0,1.0,-1.0
2023-12-23 16:08:58,8,564,1.8114996598269,3.9932066910754793,14.29407662559922,15.906597483821557,0.0524604618486786,1.0,1.0,1.0
2023-12-23 16:09:13,8,569,0.675726293940336,-0.3648739677560573,-1.7989423231473751,4.591148724869141,0.1053754786710394,1.0,1.0,1.0
2023-12-23 16:09:28,4,569,2.4028940341711187,6.518618003401404,23.67549384553739,21.9362510226295,0.0301657852425591,1.0,1.0,1.0
2023-12-23 16:09:43,13,551,1.8100590843518385,4.105115710716607,13.289832429210936,18.53070960490263,0.1021765147627001,1.0,1.0,1.0
2023-12-23 16:13:28,0,665,2.931177751955078,-0.8977852927888785,11.331904458325146,-2.039076373348833,-0.036834279404307335,1.0,-1.0,-1.0
