4.000000	155.114221	-15.744979	-52.111766	88.601970	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1702231222.146494	0.000000
4.000000	49.753759	67.226572	90.567287	129.232243	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1702231222.146494	0.000000
5.000000	-106.706826	-41.752243	10.288465	-57.347626	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1702231222.160119	0.000000
5.000000	-321.526679	-223.877891	-109.807203	26.758984	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1702231222.160119	0.000000
6.000000	-276.434705	-467.025617	-7.083371	49.613513	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1702231222.175821	0.000000
6.000000	-270.602331	-691.094243	117.621724	121.606587	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1702231222.175821	0.000000
7.000000	-118.216368	-666.844732	-49.404078	-82.389996	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1702231222.176568	0.000000
7.000000	103.602709	-453.877999	-107.383747	-36.737037	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1702231222.176568	0.000000
8.000000	333.326063	-367.153458	8.785025	51.562001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1702231222.190047	0.000000
8.000000	326.870996	-178.735429	103.799053	100.734205	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1702231222.190047	0.000000
9.000000	412.301531	-319.709088	69.535960	-53.117799	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1702231222.222222	0.000000
9.000000	603.285132	-318.267356	-109.395814	-45.993290	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1702231222.222222	0.000000
10.000000	723.309741	-329.253312	-46.677691	9.978053	0.000000	0.000000	0.320000	0.000000	0.000000	0.000000	0.000000	0.000000	1702231222.223004	0.000000
10.000000	961.812511	-216.878668	117.617984	170.898468	0.000000	0.000000	0.320000	0.000000	0.000000	0.000000	0.000000	0.000000	1702231222.223004	0.000000
11.000000	884.282515	-271.464378	49.112366	-18.998692	0.000000	0.976000	0.320000	0.000000	0.000000	0.000000	0.000000	0.000000	1702231222.223628	0.000000
11.000000	1048.406155	-362.949811	-121.842201	10.669935	0.000000	0.976000	0.320000	0.000000	0.000000	0.000000	0.000000	0.000000	1702231222.223628	0.000000
12.000000	1245.977589	-399.389526	-0.258053	43.610973	0.000000	0.976000	0.320000	0.000000	0.000000	0.000000	0.000000	0.000000	1702231222.224338	0.000000
12.000000	1278.082761	-603.689041	94.168811	95.629242	0.000000	0.976000	0.320000	0.000000	0.000000	0.000000	0.000000	0.000000	1702231222.224338	0.000000
13.000000	1440.342060	-518.381923	30.932713	-11.634829	0.000000	0.976000	0.320000	0.000000	0.000000	0.000000	0.000000	0.000000	1702231222.235081	0.000000
13.000000	1586.469301	-690.050811	-112.556029	-27.933313	0.000000	0.976000	0.320000	0.000000	0.000000	0.000000	0.000000	0.000000	1702231222.235081	0.000000
14.000000	1618.336989	-447.952127	-53.394552	42.410465	0.000000	0.976000	0.320000	0.000000	0.000000	0.000000	0.000000	0.000000	1702231222.266459	0.000000
14.000000	1566.247662	-623.877021	130.255106	148.268334	0.000000	0.976000	0.320000	0.000000	0.000000	0.000000	0.000000	0.000000	1702231222.266459	0.000000
15.000000	1489.903214	-812.732619	-22.981685	-44.265456	0.000000	0.976000	0.320000	0.000000	0.000000	0.000000	0.000000	0.000000	1702231222.267045	0.000000
15.000000	1507.078705	-801.578367	-103.232458	-13.407541	0.000000	0.976000	0.320000	0.000000	0.000000	0.000000	0.000000	0.000000	1702231222.267045	0.000000
16.000000	1696.220405	-1023.217928	-107.256591	-14.271458	0.000000	0.976000	0.320000	0.000000	0.000000	0.000000	0.000000	0.000000	1702231222.267781	0.000000
16.000000	1680.165015	-1025.080399	82.642439	139.756321	0.000000	0.976000	0.320000	0.000000	0.000000	0.000000	0.000000	0.000000	1702231222.267781	0.000000
17.000000	1470.268740	-969.610202	48.083894	-10.471720	0.000000	0.976000	0.320000	0.000000	0.000000	0.000000	0.000000	0.000000	1702231222.280223	0.000000
17.000000	1452.126485	-939.034650	-72.273567	-21.923294	0.000000	0.976000	0.320000	0.000000	0.000000	0.000000	0.000000	0.000000	1702231222.280223	0.000000
18.000000	1221.791656	-963.929294	-70.714028	-9.177714	0.000000	0.976000	0.320000	0.000000	0.000000	0.000000	0.000000	0.000000	1702231222.296006	0.000000
18.000000	1091.889971	-1078.127140	94.453043	112.780423	0.000000	0.976000	0.320000	0.000000	0.000000	0.000000	0.000000	0.000000	1702231222.296006	0.000000
19.000000	929.755959	-985.426239	56.756722	-24.679600	0.000000	0.976000	0.320000	0.000000	0.000000	0.000000	0.000000	0.000000	1702231222.296733	0.000000
19.000000	732.820307	-947.329748	-131.390165	16.833290	0.000000	0.976000	0.320000	0.000000	0.000000	0.000000	0.000000	0.000000	1702231222.296733	0.000000
20.000000	729.690010	-895.786447	-86.840477	-10.995306	0.000000	0.976000	0.320000	0.000000	0.000000	0.000000	0.000000	0.000000	1702231222.309996	0.000000
20.000000	752.845601	-1104.910433	103.589619	171.216360	0.000000	0.976000	0.320000	0.000000	0.000000	0.000000	0.000000	0.000000	1702231222.309996	0.000000
21.000000	939.388071	-940.956959	22.372082	-26.362555	0.000000	0.976000	0.320000	0.000000	0.000000	0.000000	0.000000	0.000000	1702231222.325724	0.000000
21.000000	938.067886	-741.614681	-76.047126	-27.581762	0.000000	0.976000	0.320000	0.000000	0.000000	0.000000	0.000000	0.000000	1702231222.325724	0.000000
22.000000	764.934828	-819.585986	-35.525310	33.692759	0.000000	0.976000	0.320000	0.000000	0.000000	0.000000	0.000000	0.000000	1702231222.326649	0.000000
22.000000	716.375967	-816.435120	119.345817	132.429857	0.000000	0.976000	0.320000	0.000000	0.000000	0.000000	0.000000	0.000000	1702231222.326649	0.000000
23.000000	777.904801	-980.988848	-24.544963	0.403909	0.000000	0.976000	0.320000	0.000000	0.000000	0.000000	0.000000	0.000000	1702231222.340008	0.000000
23.000000	978.054897	-780.651757	-109.410773	-7.322724	0.000000	0.976000	0.320000	0.000000	0.000000	0.000000	0.000000	0.000000	1702231222.340008	0.000000
24.000000	1183.020114	-830.779506	-3.754860	81.686895	0.000000	0.976000	0.320000	0.000000	0.000000	0.000000	0.000000	0.000000	1702231222.355779	0.000000
24.000000	1207.406131	-856.296844	66.011104	134.800954	0.000000	0.976000	0.320000	0.000000	0.000000	0.000000	0.000000	0.000000	1702231222.355779	0.000000
